County,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2023,Dominant_Aquifer,2022
FLOYD,3.344186046511628,3.2037037037037037,3.8748837209302325,3.6017857142857146,4.6025,4.520350877192983,3.0649090909090906,,,,,0.7666666666666667,,0.82,0.4266666666666667,0.585,0.5,0.4657142857142857,0.44000000000000006,0.6799999999999999,0.49,Devonian,
FRANKLIN,23.5,25.01,5.702222222222223,15.290000000000001,16.28,,,,,,14.45,,,1.42,,,,,,,,Alluvium,
FREMONT,1.52,1.92,2.165,2.01,3.783333333333333,,,,,,1.46,6.6499999999999995,1.242,1.6,0.9400000000000001,0.8266666666666667,,1.252,,0.31,1.0,Alluvium,
GREENE,,,,,6.553333333333333,,,,,,,,,,,,,,,,,Buried Sand Gravel,
GRUNDY,3.703333333333333,4.045,2.4466666666666668,3.025714285714286,3.716666666666667,,,,,,2.1799999999999997,,2.27,2.11,,1.468,1.87,,,,,Cambrian-Ordovician,
GUTHRIE,2.19,,3.5399999999999996,,6.870000000000001,,,,,,,,,,,,,,,3.72,,Alluvium,
HAMILTON,4.291428571428572,3.7049999999999996,,,8.182,,,,,,,,,,,,,,,,,Buried Sand Gravel,
HANCOCK,9.88972972972973,12.222898550724638,27.10439655172414,16.752340425531916,1.68,,,,,,2.2866666666666666,,,,,1.205,,,,,,Devonian,
HARDIN,3.482857142857143,,,,,,,,,,,2.12,,,2.707142857142857,2.4499999999999997,1.87,3.082,,2.3499999999999996,0.71,Mississippian,
HARRISON,3.88,3.6100000000000003,5.197647058823529,2.99,1.905,,,4.885714285714286,7.092307692307693,6.709999999999999,6.87,6.991666666666667,,4.65,2.8428571428571425,,8.875714285714285,1.5200000000000002,,6.178000000000001,1.475,Alluvium,
HENRY,,,,2.556666666666666,,,,,,,,,,,,1.8,,,,,,Cambrian-Ordovician,
HOWARD,0.9099999999999999,1.4900000000000002,0.4,0.89,1.845,,,,,,0.8,,,,,0.42000000000000004,,,,,1.895,Buried Sand Gravel,
HUMBOLDT,1.5483333333333331,2.4320000000000004,,,1.042,,,,,,,,,,,,,,,,,Alluvium,
IDA,7.494999999999999,9.959999999999999,9.485000000000001,13.2,8.129999999999999,,14.777777777777779,14.5,13.5,11.5,10.25,8.530000000000001,1.9899999999999998,12.943333333333333,13.586666666666666,9.088333333333333,24.070000000000004,18.645,19.05,8.237777777777778,8.033333333333333,Alluvium,
IOWA,5.01,5.596666666666667,3.76,7.029999999999999,3.35,,,,,,10.72,,,,,,,,,,,Alluvium,
JACKSON,0.31,2.9066666666666663,0.14,1.036,3.1000000000000005,,,,,,0.31,,,,,6.0,,,,,,Buried Sand Gravel,
JASPER,6.565,5.755,3.4766666666666666,6.44,3.886666666666667,,,,,,6.62,,,8.74,10.05,7.283333333333334,11.15,9.25,,14.05,12.1,Alluvium,
JEFFERSON,3.0,3.04,1.3900000000000001,2.7600000000000002,2.79,,,,,,2.84,3.04,,,1.5,1.5,,,,,,Cambrian-Ordovician,
JOHNSON,,2.2266666666666666,,,0.9,,,,,,,2.4366666666666665,,2.0300000000000002,1.1366666666666667,1.5,,1.215,,,,Buried Sand Gravel,
JONES,3.91,3.55,4.1899999999999995,3.475,4.21,,,,,,4.21,6.6,7.609999999999999,7.62,7.95,6.043333333333333,6.044545454545454,8.350000000000001,4.25,5.199999999999999,4.5,Cambrian-Ordovician,
KEOKUK,2.38,1.52,0.76,1.8649999999999998,2.035,,,,,,1.59,0.72,,,0.5085714285714287,0.715,,0.5,,,,Buried Sand Gravel,
KOSSUTH,1.38,3.54,,2.12,,,,,,,,1.8199999999999998,,1.14,0.57,0.44333333333333336,,0.79,,0.7599999999999999,,Dakota,
LEE,9.68,11.620000000000001,3.8899999999999997,7.65,7.769999999999999,,,,,,,,,,,,,,,,,Buried Sand Gravel,
LINN,9.045454545454545,15.673333333333334,33.03537313432836,20.7244,3.4694736842105263,,,,,,1.1500000000000001,0.825,3.085,2.06,2.3733333333333335,1.526,1.89,1.736,,1.335,2.05,Alluvium,
LOUISA,2.53,1.8599999999999999,1.09,1.9300000000000002,2.286666666666667,,,,,,,,,,,,,,,,,Alluvium,
LUCAS,,1.78,,1.94,2.06,,,,,,2.1999999999999997,,,,,,0.95,,,,,Cambrian-Ordovician,
LYON,2.64,2.99,5.510000000000001,0.33,,,,,,,,3.8600000000000003,,2.19,4.8500000000000005,,26.606250000000003,,,2.778,2.4499999999999997,Alluvium,
MAHASKA,0.38,,3.2499999999999996,,,,,,,,,1.01,,,0.9755555555555555,0.66,0.43000000000000005,3.08,,,,Alluvium,
MARION,,,6.54,2.29,,,,,,,,,,,,,,,,,0.2,Alluvium,
MARSHALL,5.0125,2.835,2.13,2.3899999999999997,1.2950000000000002,,,,,,,7.290000000000001,,3.9200000000000004,,2.3000000000000003,0.8300000000000001,1.9200000000000002,,,,Alluvium,
MILLS,2.59,0.77,3.606666666666667,0.89,4.24,,,,,,0.32,,,,,,0.44,1.0325,0.33999999999999997,0.35,0.33999999999999997,Alluvium,
MITCHELL,2.2852941176470587,4.3375,1.79875,1.7992727272727274,1.6663636363636365,1.160909090909091,0.3864,,,,4.783333333333333,1.41,,1.23,4.022222222222222,0.65,1.2257142857142858,9.18,0.69,0.22,1.9000000000000001,Devonian,
MONONA,11.25,10.200000000000001,5.456666666666667,9.110000000000001,6.565,,,,,,12.31,,,13.330000000000002,13.05,10.343333333333334,12.110000000000001,12.05,,13.05,14.1,Alluvium,
MONTGOMERY,4.13,1.15,3.385,1.2,1.15,,,,,,0.73,,,,,,0.655,,,1.825,,Alluvium,
MUSCATINE,0.52,0.375,1.7550000000000001,0.42000000000000004,0.425,,,,,,,,,,,0.17,,,,,,Alluvium,
O BRIEN,1.815,1.6099999999999999,1.0350000000000001,0.71,1.9100000000000001,,,,,,0.4600000000000001,3.0100000000000002,,1.8850000000000002,0.8200000000000001,0.682,0.7200000000000001,1.02,,1.7436363636363637,0.76,Alluvium,
OSCEOLA,,,1.51,,,,,,,,,,,,,,,,,1.4200000000000002,0.17,Alluvium,
PAGE,0.8300000000000001,1.1400000000000001,3.5700000000000003,0.6799999999999999,0.79,,,,,,0.8,,,,,,,,,,,Alluvium,
PALO ALTO,3.99,2.08,0.98,1.8,1.8700000000000003,,,,,,1.54,,,,,0.95,,,,1.3233333333333333,,Alluvium,
PLYMOUTH,4.5166666666666675,8.46,6.15,9.98,9.03,9.314047619047619,7.415,6.770246913580247,8.601525423728814,8.924363636363637,7.952307692307692,7.364406779661017,,11.45,12.62142857142857,12.432,12.17,10.05,,2.6950000000000003,11.1,Alluvium,
POCAHONTAS,5.21,,,,,,,,,,,,,,,,,,,2.52,,Dakota,
POLK,1.1,,0.6933333333333334,1.33,1.73,,,,,,1.18,1.41,1.09,,1.1122222222222222,0.47500000000000003,0.82,0.8775,,0.56,0.55,Alluvium,
POTTAWATTAMIE,1.8649999999999998,0.4699999999999999,5.110588235294117,1.33,1.825,,,,,,1.18,2.1700000000000004,1.34,1.08,0.8033333333333333,1.0871428571428572,1.39,2.92,,1.0539999999999998,,Alluvium,
POWESHIEK,2.7,2.6399999999999997,1.1900000000000002,2.59,2.25,,,,,,2.54,,,,,1.4000000000000001,,,,,,Cambrian-Ordovician,
SAC,4.336666666666667,2.59,2.6399999999999997,0.45,6.113333333333333,,,,,,2.0300000000000002,,1.85,0.6,40.05,25.823333333333334,0.28,0.30000000000000004,,6.365,14.1,Alluvium,
SCOTT,0.36,3.4350000000000005,1.2950000000000002,1.94,2.31,,,,,,2.5149999999999997,0.3,0.38,0.29000000000000004,0.15000000000000002,1.125,0.17,0.15000000000000002,,0.25,,Silurian,
SHELBY,8.58,13.41,6.276923076923078,14.370000000000001,13.3,,,,,,,2.785,,0.4600000000000001,0.68,0.26666666666666666,,1.668,,0.16999999999999998,0.2,Alluvium,
SIOUX,7.105000000000001,11.22,8.712,12.25,13.26,,,,,,9.66,11.44,0.71,6.455,11.15,33.595,14.87,22.185714285714283,,4.918571428571428,4.5600000000000005,Alluvium,
STORY,9.639999999999999,18.18,9.030000000000001,16.95,5.451999999999999,,,,,,,3.5149999999999997,1.3699999999999999,,1.3766666666666667,3.56,,1.392,,2.0,0.22,Alluvium,
TAMA,7.88,7.266666666666667,3.6125,5.8966666666666665,3.3357142857142854,,,,,,4.234999999999999,2.04,,4.327333333333333,2.375,2.552,3.276666666666667,3.2619999999999996,,3.3499999999999996,5.25,Alluvium,
TAYLOR,4.78,7.49,3.5999999999999996,5.9799999999999995,5.91,,,,,,,,,,,,,,,,,Buried Sand Gravel,
WAPELLO,3.38,1.72,1.39,1.9999999999999996,1.8700000000000003,,,,,,1.8900000000000001,,,2.04,,2.566666666666667,,1.6620000000000001,,3.3499999999999996,5.5,Alluvium,
WARREN,,0.8400000000000001,0.5599999999999999,,,,,,,,,,,,,,,,,,,Alluvium,
WASHINGTON,4.45,5.635,2.825,4.4399999999999995,3.6300000000000003,,,,,,3.88,,,,,1.6,,,,,,Alluvium,
WEBSTER,1.8066666666666669,2.7175,0.61,1.0692857142857144,1.19,,,,,,1.245,1.2049999999999998,,,0.525,0.6575,,0.655,,0.49,,Cambrian-Ordovician,
WINNEBAGO,1.75,1.7100000000000002,0.72,1.6633333333333336,1.56,,,,,,1.3599999999999999,,,,,0.9,,,,1.2200000000000002,,Dakota,
WINNESHIEK,3.4200000000000004,3.25,5.97,1.42,3.6199999999999997,,,,,,3.5599999999999996,2.2,4.077,8.02,3.9499999999999997,5.8100000000000005,4.27,4.67,,4.05,4.0,Alluvium,
WOODBURY,2.424,7.995,7.553529411764706,8.5,4.106,,,,,,5.375000000000001,5.66,17.3,6.334999999999999,5.050000000000001,5.343333333333334,11.766666666666666,4.01,,10.284545454545455,3.2199999999999998,Alluvium,
WORTH,,0.8766666666666667,,,,,,,,,,1.31,,,0.57,,,,,,,Devonian,
WRIGHT,1.928,1.8400000000000003,0.73,1.52,1.77,,,,,,1.3699999999999999,,,,,1.08,,,,,,Buried Sand Gravel,
